document_id,pdf_path,ocr_json_path,label,is_synthetic,hard_case_tags,split,notes
form__Code_Generated_Image,C:\kdata\form\Code_Generated_Image.png,,form,1,,,
form__Gemini_Generated_Image_9clx1t9clx1t9clx,C:\kdata\form\Gemini_Generated_Image_9clx1t9clx1t9clx.jpg,,form,1,,,
form__Gemini_Generated_Image_mmdlhjmmdlhjmmdl,C:\kdata\form\Gemini_Generated_Image_mmdlhjmmdlhjmmdl.jpg,,form,1,,,
form__Gemini_Generated_Image_vnd20mvnd20mvnd2,C:\kdata\form\Gemini_Generated_Image_vnd20mvnd20mvnd2.jpg,,form,1,,,
form__resmi_evrak_arsiv (1),C:\kdata\form\resmi_evrak_arsiv (1).pdf,,form,0,,,
form__resmi_evrak_tarama,C:\kdata\form\resmi_evrak_tarama.pdf,,form,0,,,
form__TC_NVIGM_2018_402_EVRAK,C:\kdata\form\TC_NVIGM_2018_402_EVRAK.pdf,,form,0,,,
itiraz_basvurusu__7Vo2UW5t93tPWpmoL19XgxTkkkHg0gVYYWvuxR93ULztDjofuNVThgHxvMkIRskfY0wo6SzGcWQKACUAvQr7wegPzbQRzIUiap7RI6ev03ydKus5X7rFJsyt9KqWjoXXqqej1EPmFf7VbELTDMfiLDVbYflkawT2nagDMRQn8kVKzNca_cvXGQQRt42zyKcs,C:\kdata\itiraz başvurusu\7Vo2UW5t93tPWpmoL19XgxTkkkHg0gVYYWvuxR93ULztDjofuNVThgHxvMkIRskfY0wo6SzGcWQKACUAvQr7wegPzbQRzIUiap7RI6ev03ydKus5X7rFJsyt9KqWjoXXqqej1EPmFf7VbELTDMfiLDVbYflkawT2nagDMRQn8kVKzNca_cvXGQQRt42zyKcs.jpg,,itiraz_basvurusu,0,,,
itiraz_basvurusu__Gemini_Generated_Image_3omzvg3omzvg3omz,C:\kdata\itiraz başvurusu\Gemini_Generated_Image_3omzvg3omzvg3omz.jpg,,itiraz_basvurusu,1,,,
itiraz_basvurusu__Gemini_Generated_Image_cmldlbcmldlbcmld,C:\kdata\itiraz başvurusu\Gemini_Generated_Image_cmldlbcmldlbcmld.jpg,,itiraz_basvurusu,1,,,
itiraz_basvurusu__Gemini_Generated_Image_crrya9crrya9crry,C:\kdata\itiraz başvurusu\Gemini_Generated_Image_crrya9crrya9crry.jpg,,itiraz_basvurusu,1,,,
itiraz_basvurusu__Gemini_Generated_Image_d28h7ld28h7ld28h,C:\kdata\itiraz başvurusu\Gemini_Generated_Image_d28h7ld28h7ld28h.jpg,,itiraz_basvurusu,1,,,
itiraz_basvurusu__Gemini_Generated_Image_ipfmwpipfmwpipfm,C:\kdata\itiraz başvurusu\Gemini_Generated_Image_ipfmwpipfmwpipfm.jpg,,itiraz_basvurusu,1,,,
itiraz_basvurusu__Gemini_Generated_Image_jqfy1ejqfy1ejqfy,C:\kdata\itiraz başvurusu\Gemini_Generated_Image_jqfy1ejqfy1ejqfy.jpg,,itiraz_basvurusu,1,,,
itiraz_basvurusu__Gemini_Generated_Image_mrxohnmrxohnmrxo,C:\kdata\itiraz başvurusu\Gemini_Generated_Image_mrxohnmrxohnmrxo.jpg,,itiraz_basvurusu,1,,,
itiraz_basvurusu__Gemini_Generated_Image_rd3qqrd3qqrd3qqr,C:\kdata\itiraz başvurusu\Gemini_Generated_Image_rd3qqrd3qqrd3qqr.jpg,,itiraz_basvurusu,1,,,
itiraz_basvurusu__Gemini_Generated_Image_rddly6rddly6rddl,C:\kdata\itiraz başvurusu\Gemini_Generated_Image_rddly6rddly6rddl.jpg,,itiraz_basvurusu,1,,,
itiraz_basvurusu__Gemini_Generated_Image_tbcukotbcukotbcu,C:\kdata\itiraz başvurusu\Gemini_Generated_Image_tbcukotbcukotbcu.jpg,,itiraz_basvurusu,1,,,
itiraz_basvurusu__Gemini_Generated_Image_vyyw1nvyyw1nvyyw,C:\kdata\itiraz başvurusu\Gemini_Generated_Image_vyyw1nvyyw1nvyyw.jpg,,itiraz_basvurusu,1,,,
itiraz_basvurusu__Gemini_Generated_Image_y78gm5y78gm5y78g,C:\kdata\itiraz başvurusu\Gemini_Generated_Image_y78gm5y78gm5y78g.jpg,,itiraz_basvurusu,1,,,
itiraz_basvurusu__Gemini_Generated_Image_zhz0ypzhz0ypzhz0,C:\kdata\itiraz başvurusu\Gemini_Generated_Image_zhz0ypzhz0ypzhz0.jpg,,itiraz_basvurusu,1,,,
itiraz_basvurusu__rtQuGNYd7m5EzJG3JVRPt9p5I1PLcVOpNejqfe5iLNS31DbpQ3ojsEi71z1HB3OTNEVqbzbsapmyFgPugORwzwflbPmbuke0WmuJ_Ss445ebXs4vzqdXxvNf3oLMJ6thWb_y6AzGp9UPIIPoDjC5vCx7beRDqcYhf2bFGc12EHZpresI_0QlHPePWaEdXPFB,C:\kdata\itiraz başvurusu\rtQuGNYd7m5EzJG3JVRPt9p5I1PLcVOpNejqfe5iLNS31DbpQ3ojsEi71z1HB3OTNEVqbzbsapmyFgPugORwzwflbPmbuke0WmuJ_Ss445ebXs4vzqdXxvNf3oLMJ6thWb_y6AzGp9UPIIPoDjC5vCx7beRDqcYhf2bFGc12EHZpresI_0QlHPePWaEdXPFB.jpg,,itiraz_basvurusu,0,,,
itiraz_basvurusu__uNCtZjdpxYfR2cAbi1m0ezmkHmr-4RAWe5iTZvFO2hgCLM-z6rlyLWIddEN-NL8V3FuJtu__6W3RNllswoTvSeXF-wVSiHfRUWxv92a1eycChYNd74ZTBZeIvzzpOPBZTgWu81TxtKSCreXOwxfYepPD--HkMRvTQVrqUYMViaf7uuN-TEGWNVBB5YYf0s5o,C:\kdata\itiraz başvurusu\uNCtZjdpxYfR2cAbi1m0ezmkHmr-4RAWe5iTZvFO2hgCLM-z6rlyLWIddEN-NL8V3FuJtu__6W3RNllswoTvSeXF-wVSiHfRUWxv92a1eycChYNd74ZTBZeIvzzpOPBZTgWu81TxtKSCreXOwxfYepPD--HkMRvTQVrqUYMViaf7uuN-TEGWNVBB5YYf0s5o.jpg,,itiraz_basvurusu,0,,,
itiraz_basvurusu__Vq4L50NkJ1QJ04Ujx-dSyspF1lAkOUPmgh9dKR7VeQ6wE6p1x4IhqvqrK8_0-8K-bAmDb0ssImqek8FVTzZRs8ngxZaO7H5fMIaOmbkNuqrqGDiTqLVEAmYIUcg3X5DmJn2IW5n-3jmX3wGqN0s1uwXZz9bcaQUzjIaGO5tVISaV26paezx3UKKSZQaXrgOP,C:\kdata\itiraz başvurusu\Vq4L50NkJ1QJ04Ujx-dSyspF1lAkOUPmgh9dKR7VeQ6wE6p1x4IhqvqrK8_0-8K-bAmDb0ssImqek8FVTzZRs8ngxZaO7H5fMIaOmbkNuqrqGDiTqLVEAmYIUcg3X5DmJn2IW5n-3jmX3wGqN0s1uwXZz9bcaQUzjIaGO5tVISaV26paezx3UKKSZQaXrgOP.jpg,,itiraz_basvurusu,0,,,
izin_belgesi__Code_Generated_Image,C:\kdata\izin belgesi\Code_Generated_Image.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_15v9lp15v9lp15v9,C:\kdata\izin belgesi\Gemini_Generated_Image_15v9lp15v9lp15v9.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_2h1u342h1u342h1u,C:\kdata\izin belgesi\Gemini_Generated_Image_2h1u342h1u342h1u.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_30gg7w30gg7w30gg,C:\kdata\izin belgesi\Gemini_Generated_Image_30gg7w30gg7w30gg.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_4h9d3o4h9d3o4h9d,C:\kdata\izin belgesi\Gemini_Generated_Image_4h9d3o4h9d3o4h9d.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_4ldn4o4ldn4o4ldn,C:\kdata\izin belgesi\Gemini_Generated_Image_4ldn4o4ldn4o4ldn.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_4zqebn4zqebn4zqe,C:\kdata\izin belgesi\Gemini_Generated_Image_4zqebn4zqebn4zqe.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_714lth714lth714l,C:\kdata\izin belgesi\Gemini_Generated_Image_714lth714lth714l.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_92rduy92rduy92rd,C:\kdata\izin belgesi\Gemini_Generated_Image_92rduy92rduy92rd.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_9i7grp9i7grp9i7g,C:\kdata\izin belgesi\Gemini_Generated_Image_9i7grp9i7grp9i7g.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_a53nbca53nbca53n,C:\kdata\izin belgesi\Gemini_Generated_Image_a53nbca53nbca53n.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_b5ykpcb5ykpcb5yk,C:\kdata\izin belgesi\Gemini_Generated_Image_b5ykpcb5ykpcb5yk.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_bilvyebilvyebilv,C:\kdata\izin belgesi\Gemini_Generated_Image_bilvyebilvyebilv.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_d4mu7zd4mu7zd4mu,C:\kdata\izin belgesi\Gemini_Generated_Image_d4mu7zd4mu7zd4mu.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_eb6nl3eb6nl3eb6n,C:\kdata\izin belgesi\Gemini_Generated_Image_eb6nl3eb6nl3eb6n.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_fww72bfww72bfww7,C:\kdata\izin belgesi\Gemini_Generated_Image_fww72bfww72bfww7.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_gavotagavotagavo,C:\kdata\izin belgesi\Gemini_Generated_Image_gavotagavotagavo.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_hi7x8rhi7x8rhi7x,C:\kdata\izin belgesi\Gemini_Generated_Image_hi7x8rhi7x8rhi7x.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_ij4b4dij4b4dij4b,C:\kdata\izin belgesi\Gemini_Generated_Image_ij4b4dij4b4dij4b.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_j7zc16j7zc16j7zc,C:\kdata\izin belgesi\Gemini_Generated_Image_j7zc16j7zc16j7zc.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_ndxm7gndxm7gndxm,C:\kdata\izin belgesi\Gemini_Generated_Image_ndxm7gndxm7gndxm.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_rcb9zkrcb9zkrcb9,C:\kdata\izin belgesi\Gemini_Generated_Image_rcb9zkrcb9zkrcb9.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_rimb6hrimb6hrimb,C:\kdata\izin belgesi\Gemini_Generated_Image_rimb6hrimb6hrimb.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_ukcqrqukcqrqukcq,C:\kdata\izin belgesi\Gemini_Generated_Image_ukcqrqukcqrqukcq.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_x46kjmx46kjmx46k,C:\kdata\izin belgesi\Gemini_Generated_Image_x46kjmx46kjmx46k.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_xo9ux9xo9ux9xo9u,C:\kdata\izin belgesi\Gemini_Generated_Image_xo9ux9xo9ux9xo9u.jpg,,izin_belgesi,1,,,
izin_belgesi__Gemini_Generated_Image_z7yz9gz7yz9gz7yz,C:\kdata\izin belgesi\Gemini_Generated_Image_z7yz9gz7yz9gz7yz.jpg,,izin_belgesi,1,,,
izin_belgesi__izin_belgesi_005,C:\kdata\izin belgesi\izin_belgesi_005.pdf,,izin_belgesi,0,,,
karar_karar_yazisi__indir (1),C:\kdata\kararlar\indir (1).webp,,karar_karar_yazisi,0,,,
karar_karar_yazisi__indir (2),C:\kdata\kararlar\indir (2).webp,,karar_karar_yazisi,0,,,
karar_karar_yazisi__indir,C:\kdata\kararlar\indir.webp,,karar_karar_yazisi,0,,,
karar_karar_yazisi__komisyon-kararı,C:\kdata\kararlar\komisyon-kararı.jpg,,karar_karar_yazisi,0,,,
karar_karar_yazisi__OIP (23),C:\kdata\kararlar\OIP (23).webp,,karar_karar_yazisi,0,,,
karar_karar_yazisi__OIP (24),C:\kdata\kararlar\OIP (24).webp,,karar_karar_yazisi,0,,,
karar_karar_yazisi__OIP (25),C:\kdata\kararlar\OIP (25).webp,,karar_karar_yazisi,0,,,
karar_karar_yazisi__OIP (26),C:\kdata\kararlar\OIP (26).webp,,karar_karar_yazisi,0,,,
karar_karar_yazisi__OIP (27),C:\kdata\kararlar\OIP (27).webp,,karar_karar_yazisi,0,,,
karar_karar_yazisi__OIP (28),C:\kdata\kararlar\OIP (28).webp,,karar_karar_yazisi,0,,,
karar_karar_yazisi__OIP (29),C:\kdata\kararlar\OIP (29).webp,,karar_karar_yazisi,0,,,
karar_karar_yazisi__OIP (30),C:\kdata\kararlar\OIP (30).webp,,karar_karar_yazisi,0,,,
karar_karar_yazisi__OIP (31),C:\kdata\kararlar\OIP (31).webp,,karar_karar_yazisi,0,,,
karar_karar_yazisi__OIP (32),C:\kdata\kararlar\OIP (32).webp,,karar_karar_yazisi,0,,,
karar_karar_yazisi__OIP (33),C:\kdata\kararlar\OIP (33).webp,,karar_karar_yazisi,0,,,
karar_karar_yazisi__OIP (34),C:\kdata\kararlar\OIP (34).webp,,karar_karar_yazisi,0,,,
karar_karar_yazisi__OIP (36),C:\kdata\kararlar\OIP (36).webp,,karar_karar_yazisi,0,,,
karar_karar_yazisi__OIP (37),C:\kdata\kararlar\OIP (37).webp,,karar_karar_yazisi,0,,,
karar_karar_yazisi__OIP (38),C:\kdata\kararlar\OIP (38).webp,,karar_karar_yazisi,0,,,
karar_karar_yazisi__OIP (39),C:\kdata\kararlar\OIP (39).webp,,karar_karar_yazisi,0,,,
karar_karar_yazisi__OIP (40),C:\kdata\kararlar\OIP (40).webp,,karar_karar_yazisi,0,,,
karar_karar_yazisi__OIP (41),C:\kdata\kararlar\OIP (41).webp,,karar_karar_yazisi,0,,,
karar_karar_yazisi__OIP (42),C:\kdata\kararlar\OIP (42).webp,,karar_karar_yazisi,0,,,
karar_karar_yazisi__OIP (43),C:\kdata\kararlar\OIP (43).webp,,karar_karar_yazisi,0,,,
karar_karar_yazisi__OIP (44),C:\kdata\kararlar\OIP (44).webp,,karar_karar_yazisi,0,,,
karar_karar_yazisi__OIP (45),C:\kdata\kararlar\OIP (45).webp,,karar_karar_yazisi,0,,,
karar_karar_yazisi__OIP (46),C:\kdata\kararlar\OIP (46).webp,,karar_karar_yazisi,0,,,
onay_belgesi__evrak_001,C:\kdata\onay belgesi\evrak_001.pdf,,onay_belgesi,0,,,
onay_belgesi__evrak_002,C:\kdata\onay belgesi\evrak_002.pdf,,onay_belgesi,0,,,
onay_belgesi__evrak_004,C:\kdata\onay belgesi\evrak_004.pdf,,onay_belgesi,0,,,
onay_belgesi__evrak_005,C:\kdata\onay belgesi\evrak_005.pdf,,onay_belgesi,0,,,
onay_belgesi__evrak_006,C:\kdata\onay belgesi\evrak_006.pdf,,onay_belgesi,0,,,
onay_belgesi__evrak_007,C:\kdata\onay belgesi\evrak_007.pdf,,onay_belgesi,0,,,
onay_belgesi__evrak_008,C:\kdata\onay belgesi\evrak_008.pdf,,onay_belgesi,0,,,
onay_belgesi__evrak_010,C:\kdata\onay belgesi\evrak_010.pdf,,onay_belgesi,0,,,
onay_belgesi__evrak_011,C:\kdata\onay belgesi\evrak_011.pdf,,onay_belgesi,0,,,
onay_belgesi__evrak_012,C:\kdata\onay belgesi\evrak_012.pdf,,onay_belgesi,0,,,
onay_belgesi__evrak_013,C:\kdata\onay belgesi\evrak_013.pdf,,onay_belgesi,0,,,
onay_belgesi__Gemini_Generated_Image_1zo89v1zo89v1zo8,C:\kdata\onay belgesi\Gemini_Generated_Image_1zo89v1zo89v1zo8.jpg,,onay_belgesi,1,,,
onay_belgesi__Gemini_Generated_Image_5c0pwj5c0pwj5c0p,C:\kdata\onay belgesi\Gemini_Generated_Image_5c0pwj5c0pwj5c0p.jpg,,onay_belgesi,1,,,
onay_belgesi__Gemini_Generated_Image_6t70q6t70q6t70q6,C:\kdata\onay belgesi\Gemini_Generated_Image_6t70q6t70q6t70q6.jpg,,onay_belgesi,1,,,
onay_belgesi__Gemini_Generated_Image_75h0rc75h0rc75h0,C:\kdata\onay belgesi\Gemini_Generated_Image_75h0rc75h0rc75h0.jpg,,onay_belgesi,1,,,
onay_belgesi__Gemini_Generated_Image_99tcq599tcq599tc,C:\kdata\onay belgesi\Gemini_Generated_Image_99tcq599tcq599tc.jpg,,onay_belgesi,1,,,
onay_belgesi__Gemini_Generated_Image_bjzqekbjzqekbjzq,C:\kdata\onay belgesi\Gemini_Generated_Image_bjzqekbjzqekbjzq.jpg,,onay_belgesi,1,,,
onay_belgesi__Gemini_Generated_Image_ctzktkctzktkctzk,C:\kdata\onay belgesi\Gemini_Generated_Image_ctzktkctzktkctzk.jpg,,onay_belgesi,1,,,
onay_belgesi__Gemini_Generated_Image_erht0gerht0gerht,C:\kdata\onay belgesi\Gemini_Generated_Image_erht0gerht0gerht.jpg,,onay_belgesi,1,,,
onay_belgesi__Gemini_Generated_Image_hmm318hmm318hmm3,C:\kdata\onay belgesi\Gemini_Generated_Image_hmm318hmm318hmm3.jpg,,onay_belgesi,1,,,
onay_belgesi__Gemini_Generated_Image_ketqigketqigketq,C:\kdata\onay belgesi\Gemini_Generated_Image_ketqigketqigketq.jpg,,onay_belgesi,1,,,
onay_belgesi__Gemini_Generated_Image_vaelbxvaelbxvael,C:\kdata\onay belgesi\Gemini_Generated_Image_vaelbxvaelbxvael.jpg,,onay_belgesi,1,,,
onay_belgesi__Gemini_Generated_Image_veq62fveq62fveq6,C:\kdata\onay belgesi\Gemini_Generated_Image_veq62fveq62fveq6.jpg,,onay_belgesi,1,,,
onay_belgesi__Gemini_Generated_Image_wzjfexwzjfexwzjf,C:\kdata\onay belgesi\Gemini_Generated_Image_wzjfexwzjfexwzjf.jpg,,onay_belgesi,1,,,
rapor__1 (10),C:\kdata\rapor\1 (10).webp,,rapor,0,,,
rapor__1 (11),C:\kdata\rapor\1 (11).webp,,rapor,0,,,
rapor__1 (8),C:\kdata\rapor\1 (8).webp,,rapor,0,,,
rapor__1 (9),C:\kdata\rapor\1 (9).webp,,rapor,0,,,
rapor__1687523647,C:\kdata\rapor\1687523647.webp,,rapor,0,,,
rapor__dcfeb6be01cb7e8c_540x720,C:\kdata\rapor\dcfeb6be01cb7e8c_540x720.jpg,,rapor,0,,,
rapor__DOSYA_KODU_004,C:\kdata\rapor\DOSYA_KODU_004.pdf,,rapor,0,,,
rapor__DOSYA_KODU_006,C:\kdata\rapor\DOSYA_KODU_006.pdf,,rapor,0,,,
rapor__DOSYA_KODU_007,C:\kdata\rapor\DOSYA_KODU_007.pdf,,rapor,0,,,
rapor__DOSYA_KODU_008,C:\kdata\rapor\DOSYA_KODU_008.pdf,,rapor,0,,,
rapor__durum-bildirir-rapor-nedir-1-724x1024,C:\kdata\rapor\durum-bildirir-rapor-nedir-1-724x1024.jpg,,rapor,0,,,
rapor__Gemini_Generated_Image_9j6bwz9j6bwz9j6b,C:\kdata\rapor\Gemini_Generated_Image_9j6bwz9j6bwz9j6b.jpg,,rapor,1,,,
rapor__Gemini_Generated_Image_b9ixieb9ixieb9ix,C:\kdata\rapor\Gemini_Generated_Image_b9ixieb9ixieb9ix.jpg,,rapor,1,,,
rapor__Gemini_Generated_Image_dabs0ldabs0ldabs,C:\kdata\rapor\Gemini_Generated_Image_dabs0ldabs0ldabs.jpg,,rapor,1,,,
rapor__Gemini_Generated_Image_r00x81r00x81r00x,C:\kdata\rapor\Gemini_Generated_Image_r00x81r00x81r00x.jpg,,rapor,1,,,
rapor__Gemini_Generated_Image_s12tf3s12tf3s12t,C:\kdata\rapor\Gemini_Generated_Image_s12tf3s12tf3s12t.jpg,,rapor,1,,,
rapor__kamu_evrak_005,C:\kdata\rapor\kamu_evrak_005.pdf,,rapor,0,,,
rapor__OIP (10),C:\kdata\rapor\OIP (10).webp,,rapor,0,,,
rapor__OIP (11),C:\kdata\rapor\OIP (11).webp,,rapor,0,,,
rapor__OIP (12),C:\kdata\rapor\OIP (12).webp,,rapor,0,,,
rapor__OIP (13),C:\kdata\rapor\OIP (13).webp,,rapor,0,,,
rapor__OIP (14),C:\kdata\rapor\OIP (14).webp,,rapor,0,,,
rapor__OIP (15),C:\kdata\rapor\OIP (15).webp,,rapor,0,,,
rapor__OIP (16),C:\kdata\rapor\OIP (16).webp,,rapor,0,,,
rapor__pendik-agiz-ve-dis-sagligi-hastanesi-doktorlarin-rapor-almadi-durumunda-baska-tarihe-randevu-verilmesi-1,C:\kdata\rapor\pendik-agiz-ve-dis-sagligi-hastanesi-doktorlarin-rapor-almadi-durumunda-baska-tarihe-randevu-verilmesi-1.jpg,,rapor,0,,,
resmi_yazi__-wHaXjKTosb-sjTy6lwC6rNrJD-LGEznvyGzciea9WFaymC2z6Mf3yyNt9LYF23ZzTJ2cwi8ImNyX6tO6uGdixct2BfBGQ2HKCv4FyBtxWnk3uMg2NZOx1hHdoc1adYl_eYd3gQZCwcRV1QnMYOABUD_jqtqbNnrHQO9506YqMDoX-x4TKjR3CyRt5cYp9hu,C:\kdata\resmi yazı\-wHaXjKTosb-sjTy6lwC6rNrJD-LGEznvyGzciea9WFaymC2z6Mf3yyNt9LYF23ZzTJ2cwi8ImNyX6tO6uGdixct2BfBGQ2HKCv4FyBtxWnk3uMg2NZOx1hHdoc1adYl_eYd3gQZCwcRV1QnMYOABUD_jqtqbNnrHQO9506YqMDoX-x4TKjR3CyRt5cYp9hu.jpg,,resmi_yazi,0,,,
resmi_yazi__1be748f0-0513-4af3-b445-c755835ac8c8,C:\kdata\resmi yazı\1be748f0-0513-4af3-b445-c755835ac8c8.png,,resmi_yazi,0,,,
resmi_yazi__2674be94-1838-40ec-90e0-d2d8840a0be9,C:\kdata\resmi yazı\2674be94-1838-40ec-90e0-d2d8840a0be9.png,,resmi_yazi,0,,,
resmi_yazi__425d604a-79ec-4f8f-8d7a-d82e0703a9d5 (1),C:\kdata\resmi yazı\425d604a-79ec-4f8f-8d7a-d82e0703a9d5 (1).jpg,,resmi_yazi,0,,,
resmi_yazi__5d89eeaf-0d2a-4192-b2f6-431f4c986150,C:\kdata\resmi yazı\5d89eeaf-0d2a-4192-b2f6-431f4c986150.png,,resmi_yazi,0,,,
resmi_yazi__64b8d245-6783-4ef9-bdc6-79e82b3caf74,C:\kdata\resmi yazı\64b8d245-6783-4ef9-bdc6-79e82b3caf74.jpg,,resmi_yazi,0,,,
resmi_yazi__7f932f0b-3582-4bcd-a11f-7e29dfbef577,C:\kdata\resmi yazı\7f932f0b-3582-4bcd-a11f-7e29dfbef577.jpg,,resmi_yazi,0,,,
resmi_yazi__8-Bl4Hgu9N-KJRLoOlfpYVbJVxE7jnFd17rqDYUr_JuPCr__BR-na2S9wgA060dtHGqL-lbaf-cph_lDnl9lYB0iMeDy7hVdij98UhipAb_7ME1-6py1Yeh8ZdH8EaVLImQs1_vMdeAF1A6uZUvcZC9JVLc5QCbS0eazducqmHmFRkXGEgbs5RPIBg9Iuzou,C:\kdata\resmi yazı\8-Bl4Hgu9N-KJRLoOlfpYVbJVxE7jnFd17rqDYUr_JuPCr__BR-na2S9wgA060dtHGqL-lbaf-cph_lDnl9lYB0iMeDy7hVdij98UhipAb_7ME1-6py1Yeh8ZdH8EaVLImQs1_vMdeAF1A6uZUvcZC9JVLc5QCbS0eazducqmHmFRkXGEgbs5RPIBg9Iuzou.jpg,,resmi_yazi,0,,,
resmi_yazi__Code_Generated_Image (1),C:\kdata\resmi yazı\Code_Generated_Image (1).png,,resmi_yazi,1,,,
resmi_yazi__eb0b9fbd-d842-45e9-bf46-411ef3106440,C:\kdata\resmi yazı\eb0b9fbd-d842-45e9-bf46-411ef3106440.png,,resmi_yazi,0,,,
resmi_yazi__GgZ8FjH9GuYvcto4wu8JcNz0o3HfgnVY43PHvn88XuhCB-cMsZAHcAaVGmChEN5hqFsuToCdz5E_DTFOJYqHmWce8B3Xxe_fJ4Z_NT5LF0LLkNyEPm-1iKwnIFd_Mxd8_H9ZnEUJafvFskZJQUEtz7kVQrtiYNxZkKkkxm2yc84T8pdk1ItPGnymCBsuN5e3,C:\kdata\resmi yazı\GgZ8FjH9GuYvcto4wu8JcNz0o3HfgnVY43PHvn88XuhCB-cMsZAHcAaVGmChEN5hqFsuToCdz5E_DTFOJYqHmWce8B3Xxe_fJ4Z_NT5LF0LLkNyEPm-1iKwnIFd_Mxd8_H9ZnEUJafvFskZJQUEtz7kVQrtiYNxZkKkkxm2yc84T8pdk1ItPGnymCBsuN5e3.jpg,,resmi_yazi,0,,,
resmi_yazi__HZxTYLQ1Wh0nbNxn5UGAn0GS3BzamDSnWTl2XfXRXx57nAWnxsHYbgny1rySz6_uk7aOPavhBxyt2LbcFuU1fRq06jIgkyHss3p3AQh7tG9qYBr48vtvzcIirwLCs6rDVz_T9pgpu6l7gVD0llQ0dmwqvFwj2xJibBLTrN8CYLMtVEJyHRr9kbBQ5Dbi6MIM,C:\kdata\resmi yazı\HZxTYLQ1Wh0nbNxn5UGAn0GS3BzamDSnWTl2XfXRXx57nAWnxsHYbgny1rySz6_uk7aOPavhBxyt2LbcFuU1fRq06jIgkyHss3p3AQh7tG9qYBr48vtvzcIirwLCs6rDVz_T9pgpu6l7gVD0llQ0dmwqvFwj2xJibBLTrN8CYLMtVEJyHRr9kbBQ5Dbi6MIM.jpg,,resmi_yazi,0,,,
resmi_yazi__L7iOE7MUQ1Ijql79eYlSFC_sY0ONp542YsLX98fdMgeiyV_PylnY8uqy5miscMS2MuShMZmKpUx3HwiUwNHxGnxghUp_KbTck6mRD04Y33tSzUVx500YHHtprzMM6LI8Hc1IxhtMl4xxUaI22eZNCsGVF6WTbIeh6TyCL16rvrYxDy7AcNgZQKPXYSQGns-9,C:\kdata\resmi yazı\L7iOE7MUQ1Ijql79eYlSFC_sY0ONp542YsLX98fdMgeiyV_PylnY8uqy5miscMS2MuShMZmKpUx3HwiUwNHxGnxghUp_KbTck6mRD04Y33tSzUVx500YHHtprzMM6LI8Hc1IxhtMl4xxUaI22eZNCsGVF6WTbIeh6TyCL16rvrYxDy7AcNgZQKPXYSQGns-9.jpg,,resmi_yazi,0,,,
resmi_yazi__njLwnBnk4Ixf_3QRKMu9moXhVAbfmB53WC_XBHX0uE_cQOEve435Jk8-T2k46oF1wmzjfu3t4eXc_Qwix1jlWS0d4hV37TcJW64PLo0bNf_izmX19sNj7hl9IkJ9LPIc7vV_ntOnxtP5IW09RwWxi9v9xATM8pYAP8Ad82oLxe_8cFA7BslcRZkPLMaog35a,C:\kdata\resmi yazı\njLwnBnk4Ixf_3QRKMu9moXhVAbfmB53WC_XBHX0uE_cQOEve435Jk8-T2k46oF1wmzjfu3t4eXc_Qwix1jlWS0d4hV37TcJW64PLo0bNf_izmX19sNj7hl9IkJ9LPIc7vV_ntOnxtP5IW09RwWxi9v9xATM8pYAP8Ad82oLxe_8cFA7BslcRZkPLMaog35a.jpg,,resmi_yazi,0,,,
resmi_yazi__resmi_yazi_004,C:\kdata\resmi yazı\resmi_yazi_004.pdf,,resmi_yazi,0,,,
resmi_yazi__resmi_yazi_kurgusal_kamu_kurumu,C:\kdata\resmi yazı\resmi_yazi_kurgusal_kamu_kurumu.pdf,,resmi_yazi,0,,,
